Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Natisha Hiedeman,SEA,SEA @ CHI,07/15/2026,2026,L,30,6,3,11,27.3,0,5,0.0,0,0,0.0,1,2,3,3,0,0,3,1,+6
Flau'jae Johnson,SEA,SEA @ CHI,07/15/2026,2026,L,31,25,11,17,64.7,1,5,20.0,2,3,66.7,1,5,6,4,3,1,3,1,-3
Katie Lou Samuelson,SEA,SEA @ CHI,07/15/2026,2026,L,20,11,4,4,100.0,1,1,100.0,2,3,66.7,2,1,3,0,2,0,0,2,-9
Azura Stevens,CHI,CHI vs. SEA,07/15/2026,2026,W,33,20,8,16,50.0,3,6,50.0,1,2,50.0,0,8,8,4,0,0,3,4,+2
Natasha Cloud,CHI,CHI vs. SEA,07/15/2026,2026,W,30,13,3,5,60.0,2,3,66.7,5,6,83.3,0,2,2,6,4,1,4,1,0
Sydney Taylor,CHI,CHI vs. SEA,07/15/2026,2026,W,25,17,7,15,46.7,1,6,16.7,2,3,66.7,1,4,5,0,1,0,2,4,0
Gabriela Jaquez,CHI,CHI vs. SEA,07/15/2026,2026,W,19,10,5,10,50.0,0,4,0.0,0,0,0.0,0,2,2,1,1,0,0,0,-7
Awa Fam,SEA,SEA @ CHI,07/15/2026,2026,L,31,14,6,15,40.0,2,6,33.3,0,0,0.0,1,6,7,3,1,2,2,3,-5
Carla Leite,POR,POR @ CON,07/14/2026,2026,L,33,18,6,11,54.5,0,0,0.0,6,6,100.0,1,0,1,6,0,0,6,1,+3
Megan Gustafson,POR,POR @ CON,07/14/2026,2026,L,31,15,6,12,50.0,2,6,33.3,1,1,100.0,0,5,5,0,1,1,0,1,+2
Sarah Ashlee Barker,POR,POR @ CON,07/14/2026,2026,L,25,9,3,7,42.9,0,2,0.0,3,3,100.0,1,4,5,2,0,0,3,1,-6
Charlisse Leger-Walker,CON,CON vs. POR,07/14/2026,2026,W,33,4,2,8,25.0,0,5,0.0,0,0,0.0,0,4,4,7,3,0,2,2,+5
Diamond Miller,CON,CON vs. POR,07/14/2026,2026,W,32,8,3,8,37.5,2,5,40.0,0,0,0.0,0,1,1,5,2,0,2,3,-5
Olivia Nelson-Ododa,CON,CON vs. POR,07/14/2026,2026,W,26,16,4,9,44.4,0,0,0.0,8,8,100.0,3,3,6,1,0,0,3,3,-9
Nia Coffey,MIN,MIN vs. PHX,07/14/2026,2026,W,30,5,2,4,50.0,1,3,33.3,0,0,0.0,0,3,3,0,1,2,0,0,+3
Leila Lacan,CON,CON vs. POR,07/14/2026,2026,W,30,14,6,11,54.5,1,2,50.0,1,2,50.0,0,1,1,3,3,1,2,2,+1
Kayla McBride,MIN,MIN vs. PHX,07/14/2026,2026,W,35,37,11,17,64.7,6,11,54.5,9,9,100.0,0,6,6,1,4,2,2,2,-3
Kahleah Copper,PHX,PHX @ MIN,07/14/2026,2026,L,32,26,9,14,64.3,3,5,60.0,5,5,100.0,0,3,3,1,1,0,2,3,-5
Natasha Howard,MIN,MIN vs. PHX,07/14/2026,2026,W,35,13,5,11,45.5,0,2,0.0,3,4,75.0,0,3,3,7,2,0,4,3,+4
Lexi Held,PHX,PHX @ MIN,07/14/2026,2026,L,12,4,1,3,33.3,0,2,0.0,2,2,100.0,0,0,0,3,0,0,1,0,0
Sami Whitcomb,PHX,PHX @ MIN,07/14/2026,2026,L,19,9,3,4,75.0,3,4,75.0,0,0,0.0,1,0,1,2,0,0,1,2,-7
Alyssa Thomas,PHX,PHX @ MIN,07/14/2026,2026,L,37,19,8,14,57.1,0,0,0.0,3,4,75.0,2,6,8,12,1,0,4,1,-4
DeWanna Bonner,PHX,PHX @ MIN,07/14/2026,2026,L,33,17,6,12,50.0,2,7,28.6,3,4,75.0,1,8,9,3,1,0,1,2,-6
Bridget Carleton,POR,POR @ CON,07/14/2026,2026,L,32,12,5,11,45.5,2,7,28.6,0,0,0.0,1,2,3,3,3,1,1,3,+2
Emily Engstler,POR,POR @ CON,07/14/2026,2026,L,29,14,5,12,41.7,1,5,20.0,3,4,75.0,0,6,6,7,3,1,1,5,+5
Angela Dugalic,WSH,WSH @ TOR,07/14/2026,2026,W,4,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,-4
Aaliyah Edwards,CON,CON vs. POR,07/14/2026,2026,W,24,21,9,13,69.2,0,1,0.0,3,3,100.0,3,5,8,3,0,0,1,2,+8
Cassandre Prosper,WSH,WSH @ TOR,07/14/2026,2026,W,8,0,0,6,0.0,0,2,0.0,0,0,0.0,2,0,2,0,0,0,0,3,+4
Lauren Betts,WSH,WSH @ TOR,07/14/2026,2026,W,20,6,3,4,75.0,0,0,0.0,0,0,0.0,1,5,6,0,2,1,1,2,+8
Rori Harmon,WSH,WSH @ TOR,07/14/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Olivia Miles,MIN,MIN vs. PHX,07/14/2026,2026,W,31,33,10,16,62.5,5,8,62.5,8,9,88.9,0,3,3,8,0,0,5,5,+10
Tima Pouye,TOR,TOR vs. WSH,07/14/2026,2026,L,12,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,1,0,0,0,2,+2
Kia Nurse,TOR,TOR vs. WSH,07/14/2026,2026,L,9,2,1,4,25.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,+3
Teonni Key,TOR,TOR vs. WSH,07/14/2026,2026,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,0,0
Maria Conde,TOR,TOR vs. WSH,07/14/2026,2026,L,30,2,1,5,20.0,0,2,0.0,0,0,0.0,0,4,4,3,1,0,1,2,-10
Lucy Olsen,WSH,WSH @ TOR,07/14/2026,2026,W,5,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,+2
Laura Juskaite,TOR,TOR vs. WSH,07/14/2026,2026,L,25,7,3,8,37.5,0,4,0.0,1,2,50.0,1,3,4,1,0,0,1,3,-3
Courtney Williams,MIN,MIN vs. PHX,07/14/2026,2026,W,35,8,3,7,42.9,0,3,0.0,2,2,100.0,3,4,7,3,2,0,0,4,+9
Dana Evans,LV,LV vs. IND,07/13/2026,2026,L,18,8,2,8,25.0,2,4,50.0,2,2,100.0,0,2,2,1,0,0,1,1,-34
Nneka Ogwumike,LA,LA @ ATL,07/13/2026,2026,L,32,19,7,13,53.8,3,5,60.0,2,2,100.0,2,3,5,5,0,0,3,3,-14
Dearica Hamby,LA,LA @ ATL,07/13/2026,2026,L,36,12,6,11,54.5,0,0,0.0,0,1,0.0,2,3,5,2,3,2,5,3,+4
Erica Wheeler,LA,LA @ ATL,07/13/2026,2026,L,32,20,8,16,50.0,2,6,33.3,2,2,100.0,0,3,3,4,1,0,3,5,-11
Ariel Atkins,LA,LA @ ATL,07/13/2026,2026,L,34,13,5,11,45.5,0,3,0.0,3,3,100.0,0,3,3,2,3,1,2,4,-10
Rae Burrell,LA,LA @ ATL,07/13/2026,2026,L,33,18,5,9,55.6,2,5,40.0,6,6,100.0,1,3,4,4,3,0,2,3,+6
Naz Hillmon,ATL,ATL vs. LA,07/13/2026,2026,W,32,10,4,7,57.1,1,3,33.3,1,2,50.0,3,2,5,2,0,0,3,1,+11
Angel Reese,ATL,ATL vs. LA,07/13/2026,2026,W,33,23,7,11,63.6,1,1,100.0,8,8,100.0,3,10,13,2,3,0,3,4,+13
Justine Pissott,LV,LV vs. IND,07/13/2026,2026,L,14,2,1,5,20.0,0,3,0.0,0,0,0.0,0,1,1,0,0,1,0,1,-24
Jewell Loyd,LV,LV vs. IND,07/13/2026,2026,L,28,8,2,6,33.3,0,3,0.0,4,4,100.0,1,1,2,3,1,0,0,3,-30
Lexie Hull,IND,IND @ LV,07/13/2026,2026,W,20,0,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,1,1,+10
Grace VanSlooten,IND,IND @ LV,07/13/2026,2026,W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,+8
Damiris Dantas,IND,IND @ LV,07/13/2026,2026,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,+5
Tyasha Harris,IND,IND @ LV,07/13/2026,2026,W,23,10,3,5,60.0,2,4,50.0,2,2,100.0,0,2,2,2,1,0,0,3,+35
Rhyne Howard,ATL,ATL vs. LA,07/13/2026,2026,W,34,11,4,10,40.0,3,7,42.9,0,0,0.0,0,5,5,3,2,0,3,0,+3
Raven Johnson,IND,IND @ LV,07/13/2026,2026,W,3,5,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,0,0,0,0,0,+8
Jordin Canada,ATL,ATL vs. LA,07/13/2026,2026,W,35,16,5,12,41.7,1,5,20.0,5,5,100.0,1,2,3,9,2,0,3,1,+11
Stephanie Talbot,LV,LV vs. IND,07/13/2026,2026,L,13,0,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,1,2,-8
Brianna Turner,LV,LV vs. IND,07/13/2026,2026,L,11,4,2,2,100.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,-18
Allisha Gray,ATL,ATL vs. LA,07/13/2026,2026,W,33,20,8,15,53.3,3,6,50.0,1,2,50.0,1,0,1,2,2,1,1,3,+8
Li Yueru,DAL,DAL vs. CHI,07/12/2026,2026,W,23,10,4,6,66.7,1,3,33.3,1,1,100.0,2,8,10,0,1,1,0,1,+17
Nyara Sabally,TOR,TOR vs. NY,07/12/2026,2026,W,26,13,5,9,55.6,0,1,0.0,3,3,100.0,3,4,7,1,2,0,2,3,+7
Arike Ogunbowale,DAL,DAL vs. CHI,07/12/2026,2026,W,30,17,6,14,42.9,2,6,33.3,3,4,75.0,1,2,3,1,1,0,1,0,+1
Flau'jae Johnson,SEA,SEA @ WSH,07/12/2026,2026,L,31,9,2,9,22.2,0,2,0.0,5,6,83.3,0,7,7,3,4,0,2,2,-4
Marina Mabrey,TOR,TOR vs. NY,07/12/2026,2026,W,35,30,9,19,47.4,3,8,37.5,9,11,81.8,0,2,2,5,0,1,6,3,+6
Laura Juskaite,TOR,TOR vs. NY,07/12/2026,2026,W,31,18,7,8,87.5,2,3,66.7,2,2,100.0,1,3,4,3,3,0,6,5,+12
Maria Conde,TOR,TOR vs. NY,07/12/2026,2026,W,34,15,5,11,45.5,3,7,42.9,2,2,100.0,0,2,2,2,2,1,1,4,+14
Marine Johannes,NY,NY @ TOR,07/12/2026,2026,L,22,7,3,9,33.3,1,5,20.0,0,0,0.0,2,1,3,2,2,0,3,2,-12
Pauline Astier,NY,NY @ TOR,07/12/2026,2026,L,25,14,5,8,62.5,0,1,0.0,4,4,100.0,0,3,3,2,3,0,4,5,+14
Sabrina Ionescu,NY,NY @ TOR,07/12/2026,2026,L,33,28,9,18,50.0,3,7,42.9,7,8,87.5,1,3,4,8,3,0,1,3,-3
Jonquel Jones,NY,NY @ TOR,07/12/2026,2026,L,31,10,3,8,37.5,1,5,20.0,3,4,75.0,3,7,10,0,0,1,2,2,-12
Breanna Stewart,NY,NY @ TOR,07/12/2026,2026,L,34,22,8,21,38.1,0,3,0.0,6,6,100.0,3,5,8,2,2,1,1,1,-11
Paige Bueckers,DAL,DAL vs. CHI,07/12/2026,2026,W,36,22,7,15,46.7,1,3,33.3,7,8,87.5,0,6,6,11,0,1,1,4,+14
Dominique Malonga,SEA,SEA @ WSH,07/12/2026,2026,L,22,10,4,10,40.0,0,1,0.0,2,2,100.0,8,7,15,2,2,2,4,5,-5
Awa Fam,SEA,SEA @ WSH,07/12/2026,2026,L,32,5,2,9,22.2,1,6,16.7,0,0,0.0,3,6,9,2,0,2,3,2,-2
Jessica Shepard,DAL,DAL vs. CHI,07/12/2026,2026,W,34,19,9,13,69.2,0,0,0.0,1,2,50.0,4,6,10,5,0,0,1,1,+10
Natisha Hiedeman,SEA,SEA @ WSH,07/12/2026,2026,L,33,31,14,24,58.3,2,5,40.0,1,1,100.0,0,3,3,3,3,0,4,1,+3
Julie Allemand,TOR,TOR vs. NY,07/12/2026,2026,W,34,4,2,4,50.0,0,2,0.0,0,0,0.0,0,5,5,10,2,0,1,2,-3
Jade Melbourne,SEA,SEA @ WSH,07/12/2026,2026,L,30,9,3,7,42.9,0,2,0.0,3,6,50.0,1,0,1,2,1,0,2,3,-7
Michaela Onyenwere,WSH,WSH vs. SEA,07/12/2026,2026,W,24,0,0,3,0.0,0,1,0.0,0,0,0.0,2,0,2,2,0,1,2,4,+10
Kiki Iriafen,WSH,WSH vs. SEA,07/12/2026,2026,W,29,12,4,10,40.0,1,1,100.0,3,5,60.0,5,7,12,3,1,0,0,2,-5
Shakira Austin,WSH,WSH vs. SEA,07/12/2026,2026,W,33,27,10,18,55.6,2,4,50.0,5,7,71.4,2,4,6,3,1,1,3,2,+7
Sonia Citron,WSH,WSH vs. SEA,07/12/2026,2026,W,33,19,7,13,53.8,1,4,25.0,4,5,80.0,0,4,4,1,3,0,3,2,+2
Cassandre Prosper,WSH,WSH vs. SEA,07/12/2026,2026,W,10,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,1,2,+2
Azura Stevens,CHI,CHI @ DAL,07/12/2026,2026,L,32,18,7,13,53.8,3,6,50.0,1,1,100.0,1,12,13,3,2,0,3,4,-3
Kamilla Cardoso,CHI,CHI @ DAL,07/12/2026,2026,L,29,12,6,12,50.0,0,0,0.0,0,0,0.0,2,11,13,2,1,1,1,2,-8
Courtney Vandersloot,CHI,CHI @ DAL,07/12/2026,2026,L,20,9,3,8,37.5,1,1,100.0,2,2,100.0,0,1,1,3,0,0,0,1,+6
Natasha Cloud,CHI,CHI @ DAL,07/12/2026,2026,L,32,15,5,8,62.5,0,2,0.0,5,5,100.0,0,2,2,3,0,0,2,3,-1
Sydney Taylor,CHI,CHI @ DAL,07/12/2026,2026,L,26,20,9,20,45.0,2,8,25.0,0,1,0.0,0,1,1,2,0,0,0,1,+10
Azzi Fudd,DAL,DAL vs. CHI,07/12/2026,2026,W,35,16,5,14,35.7,3,8,37.5,3,3,100.0,0,1,1,3,2,1,0,1,+2
Valeriane Ayayi,PHX,PHX @ LV,07/11/2026,2026,L,31,5,1,5,20.0,0,2,0.0,3,3,100.0,1,6,7,1,0,0,2,2,-33
Monique Akoa Makani,PHX,PHX @ LV,07/11/2026,2026,L,26,13,5,13,38.5,3,7,42.9,0,0,0.0,0,1,1,1,0,0,3,3,-30
Marta Suarez,PHX,PHX @ LV,07/11/2026,2026,L,12,5,2,4,50.0,0,1,0.0,1,2,50.0,0,0,0,2,0,0,0,0,-12
Nia Coffey,MIN,MIN vs. NY,07/11/2026,2026,W,28,3,1,2,50.0,1,2,50.0,0,0,0.0,1,4,5,5,0,2,2,4,+9
Isobel Borlase,ATL,ATL vs. POR,07/11/2026,2026,L,18,4,1,5,20.0,0,2,0.0,2,2,100.0,0,1,1,3,0,1,2,1,-1
Courtney Williams,MIN,MIN vs. NY,07/11/2026,2026,W,36,12,5,17,29.4,2,3,66.7,0,0,0.0,5,7,12,1,0,0,3,2,+7
Lexi Held,PHX,PHX @ LV,07/11/2026,2026,L,23,11,5,10,50.0,1,6,16.7,0,0,0.0,1,2,3,2,1,0,1,2,-25
Breanna Stewart,NY,NY @ MIN,07/11/2026,2026,L,37,17,7,16,43.8,2,3,66.7,1,1,100.0,3,4,7,3,2,1,4,1,-4
Jonquel Jones,NY,NY @ MIN,07/11/2026,2026,L,33,15,5,11,45.5,2,5,40.0,3,4,75.0,3,9,12,2,0,1,0,4,+5
Sabrina Ionescu,NY,NY @ MIN,07/11/2026,2026,L,35,25,9,20,45.0,3,12,25.0,4,4,100.0,3,5,8,5,2,0,3,0,+7
Pauline Astier,NY,NY @ MIN,07/11/2026,2026,L,23,4,2,5,40.0,0,1,0.0,0,0,0.0,0,0,0,2,2,0,4,3,-9
Marine Johannes,NY,NY @ MIN,07/11/2026,2026,L,23,14,5,10,50.0,4,9,44.4,0,0,0.0,1,2,3,1,1,0,0,3,-6
Natasha Howard,MIN,MIN vs. NY,07/11/2026,2026,W,36,16,5,9,55.6,1,1,100.0,5,6,83.3,5,4,9,2,2,0,2,3,-1
Kayla McBride,MIN,MIN vs. NY,07/11/2026,2026,W,33,25,8,17,47.1,5,11,45.5,4,4,100.0,1,3,4,2,4,0,0,4,+1
Olivia Miles,MIN,MIN vs. NY,07/11/2026,2026,W,32,23,6,16,37.5,4,7,57.1,7,10,70.0,1,4,5,4,1,0,2,3,+1
Sika Kone,ATL,ATL vs. POR,07/11/2026,2026,L,17,11,3,8,37.5,1,4,25.0,4,4,100.0,2,3,5,0,0,0,0,5,-5
Bridget Carleton,POR,POR @ ATL,07/11/2026,2026,W,34,12,4,9,44.4,4,8,50.0,0,0,0.0,1,2,3,4,2,2,1,1,+17
Emily Engstler,POR,POR @ ATL,07/11/2026,2026,W,25,14,5,8,62.5,2,4,50.0,2,2,100.0,0,11,11,4,3,1,2,3,+17
Nyadiew Puoch,POR,POR @ ATL,07/11/2026,2026,W,25,9,4,8,50.0,1,3,33.3,0,0,0.0,0,0,0,0,1,0,0,3,+14
Megan Gustafson,POR,POR @ ATL,07/11/2026,2026,W,27,17,7,11,63.6,2,4,50.0,1,1,100.0,0,4,4,1,1,0,3,3,+1
Carla Leite,POR,POR @ ATL,07/11/2026,2026,W,26,13,2,7,28.6,1,3,33.3,8,9,88.9,1,2,3,10,0,0,6,5,-2
Naz Hillmon,ATL,ATL vs. POR,07/11/2026,2026,L,36,15,6,11,54.5,1,5,20.0,2,3,66.7,3,5,8,2,1,1,3,3,-2
Jordin Canada,ATL,ATL vs. POR,07/11/2026,2026,L,35,10,4,8,50.0,0,2,0.0,2,5,40.0,2,2,4,12,2,0,3,5,-8
Rhyne Howard,ATL,ATL vs. POR,07/11/2026,2026,L,31,10,3,9,33.3,2,8,25.0,2,2,100.0,1,2,3,4,4,0,1,2,-11
Noemie Brochant,PHX,PHX @ LV,07/11/2026,2026,L,20,6,2,3,66.7,2,2,100.0,0,0,0.0,0,1,1,1,0,0,2,2,-13
Jewell Loyd,LV,LV vs. PHX,07/11/2026,2026,W,28,9,3,7,42.9,2,6,33.3,1,2,50.0,1,0,1,3,2,0,1,4,+36
Stephanie Talbot,LV,LV vs. PHX,07/11/2026,2026,W,24,4,2,5,40.0,0,1,0.0,0,0,0.0,4,3,7,1,1,0,1,0,+21
Azura Stevens,CHI,CHI @ LA,07/11/2026,2026,L,30,10,4,7,57.1,1,3,33.3,1,1,100.0,1,7,8,2,0,1,2,2,-11
Ariel Atkins,LA,LA vs. CHI,07/11/2026,2026,W,29,17,7,13,53.8,2,5,40.0,1,1,100.0,1,2,3,6,3,0,1,4,+24
Erica Wheeler,LA,LA vs. CHI,07/11/2026,2026,W,28,15,6,10,60.0,3,6,50.0,0,0,0.0,0,2,2,8,3,0,2,3,+19
Dearica Hamby,LA,LA vs. CHI,07/11/2026,2026,W,30,17,7,13,53.8,1,1,100.0,2,4,50.0,0,7,7,3,3,1,1,2,+12
Nneka Ogwumike,LA,LA vs. CHI,07/11/2026,2026,W,33,25,9,16,56.2,3,7,42.9,4,5,80.0,0,12,12,5,1,1,2,2,+12
Gabriela Jaquez,CHI,CHI @ LA,07/11/2026,2026,L,20,15,6,12,50.0,0,2,0.0,3,3,100.0,2,3,5,0,0,0,0,0,-8
Sydney Taylor,CHI,CHI @ LA,07/11/2026,2026,L,21,15,5,11,45.5,2,7,28.6,3,3,100.0,0,1,1,2,0,0,3,3,-3
Natasha Cloud,CHI,CHI @ LA,07/11/2026,2026,L,27,9,2,11,18.2,1,5,20.0,4,6,66.7,0,2,2,7,2,0,1,5,-16
Kamilla Cardoso,CHI,CHI @ LA,07/11/2026,2026,L,28,15,6,9,66.7,0,0,0.0,3,3,100.0,1,7,8,2,0,1,0,5,-12
Kiana Williams,LA,LA vs. CHI,07/11/2026,2026,W,15,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,5,1,0,1,0,-2
Justine Pissott,LV,LV vs. PHX,07/11/2026,2026,W,10,17,6,7,85.7,5,6,83.3,0,0,0.0,0,2,2,2,0,0,1,1,+5
Cheyenne Parker-Tyus,LV,LV vs. PHX,07/11/2026,2026,W,14,15,4,7,57.1,0,0,0.0,7,8,87.5,2,5,7,0,0,1,1,2,+8
Kierstan Bell,LV,LV vs. PHX,07/11/2026,2026,W,17,3,1,6,16.7,1,5,20.0,0,0,0.0,0,3,3,4,0,0,1,1,+14
Diamond Miller,CON,CON vs. GS,07/10/2026,2026,L,27,14,4,8,50.0,1,3,33.3,5,5,100.0,0,3,3,0,0,0,3,3,-1
Isobel Borlase,ATL,ATL vs. SEA,07/10/2026,2026,W,10,4,2,2,100.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,+3
Kaila Charles,GS,GS @ CON,07/10/2026,2026,W,30,9,3,5,60.0,1,1,100.0,2,2,100.0,3,2,5,1,1,0,2,1,+9
Janelle Salaun,GS,GS @ CON,07/10/2026,2026,W,27,16,5,11,45.5,4,7,57.1,2,2,100.0,0,7,7,1,3,1,1,2,+18
Nadia Fingall,GS,GS @ CON,07/10/2026,2026,W,2,3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,0,0,1,-5
Kaitlyn Chen,GS,GS @ CON,07/10/2026,2026,W,21,8,4,7,57.1,0,1,0.0,0,2,0.0,0,1,1,1,2,0,4,0,+6
Juste Jocyte,GS,GS @ CON,07/10/2026,2026,W,2,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-5
Alyssa Thomas,PHX,PHX vs. IND,07/10/2026,2026,L,33,22,10,18,55.6,0,0,0.0,2,2,100.0,1,5,6,7,1,1,1,4,-5
Jordin Canada,ATL,ATL vs. SEA,07/10/2026,2026,W,34,14,4,10,40.0,0,1,0.0,6,7,85.7,3,6,9,8,3,1,2,3,+10
Raegan Beers,CON,CON vs. GS,07/10/2026,2026,L,10,3,0,1,0.0,0,0,0.0,3,4,75.0,1,1,2,1,0,0,1,1,+1
Nell Angloma,CON,CON vs. GS,07/10/2026,2026,L,16,6,3,8,37.5,0,4,0.0,0,0,0.0,0,1,1,4,1,2,2,3,-1
Hailey Van Lith,CON,CON vs. GS,07/10/2026,2026,L,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,1,0,0,0,-5
Gianna Kneepkens,CON,CON vs. GS,07/10/2026,2026,L,9,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,3,-8
Stephanie Talbot,LV,LV @ POR,07/10/2026,2026,W,17,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,1,1,0,1,3,-5
Cheyenne Parker-Tyus,LV,LV @ POR,07/10/2026,2026,W,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,-12
Brianna Turner,LV,LV @ POR,07/10/2026,2026,W,14,2,1,1,100.0,0,0,0.0,0,0,0.0,1,2,3,0,0,2,1,0,-2
Rhyne Howard,ATL,ATL vs. SEA,07/10/2026,2026,W,35,19,6,14,42.9,4,11,36.4,3,4,75.0,0,4,4,2,4,2,3,4,+7
Naz Hillmon,ATL,ATL vs. SEA,07/10/2026,2026,W,29,7,2,9,22.2,1,7,14.3,2,2,100.0,0,2,2,1,3,0,1,1,+11
Allisha Gray,ATL,ATL vs. SEA,07/10/2026,2026,W,32,22,7,13,53.8,1,3,33.3,7,7,100.0,0,3,3,5,1,1,3,2,+15
Kelsey Mitchell,IND,IND @ PHX,07/10/2026,2026,W,35,29,10,22,45.5,3,6,50.0,6,6,100.0,1,1,2,8,3,1,0,3,+4
Kahleah Copper,PHX,PHX vs. IND,07/10/2026,2026,L,32,22,9,17,52.9,3,6,50.0,1,2,50.0,0,5,5,2,1,0,1,2,-8
Monique Akoa Makani,PHX,PHX vs. IND,07/10/2026,2026,L,24,14,4,6,66.7,3,3,100.0,3,3,100.0,0,0,0,3,0,0,4,2,-3
DeWanna Bonner,PHX,PHX vs. IND,07/10/2026,2026,L,27,9,4,8,50.0,1,3,33.3,0,0,0.0,0,7,7,2,1,0,1,0,-11
Sophie Cunningham,IND,IND @ PHX,07/10/2026,2026,W,29,9,2,7,28.6,1,5,20.0,4,4,100.0,0,2,2,2,1,0,1,1,+5
Makayla Timpson,IND,IND @ PHX,07/10/2026,2026,W,15,0,0,2,0.0,0,0,0.0,0,0,0.0,2,3,5,1,0,1,0,0,+9
Lexie Hull,IND,IND @ PHX,07/10/2026,2026,W,18,10,4,6,66.7,2,3,66.7,0,0,0.0,0,0,0,0,0,0,0,1,-3
Aliyah Boston,IND,IND @ PHX,07/10/2026,2026,W,38,21,9,16,56.2,3,5,60.0,0,0,0.0,0,9,9,0,1,1,1,2,+7
Valeriane Ayayi,PHX,PHX vs. IND,07/10/2026,2026,L,30,10,4,8,50.0,2,5,40.0,0,1,0.0,1,1,2,3,0,0,2,2,-10
Jewell Loyd,LV,LV @ POR,07/10/2026,2026,W,29,6,2,6,33.3,2,4,50.0,0,0,0.0,1,0,1,0,2,0,1,3,+4
Dominique Malonga,SEA,SEA @ ATL,07/10/2026,2026,L,29,15,6,12,50.0,0,1,0.0,3,4,75.0,2,7,9,2,1,1,4,3,-3
Awa Fam,SEA,SEA @ ATL,07/10/2026,2026,L,30,4,2,8,25.0,0,5,0.0,0,0,0.0,0,5,5,4,0,0,0,0,-12
Natisha Hiedeman,SEA,SEA @ ATL,07/10/2026,2026,L,34,20,7,17,41.2,3,9,33.3,3,3,100.0,0,5,5,3,0,0,4,3,-9
Flau'jae Johnson,SEA,SEA @ ATL,07/10/2026,2026,L,29,14,5,12,41.7,0,3,0.0,4,5,80.0,0,2,2,5,2,1,3,2,-3
Jade Melbourne,SEA,SEA @ ATL,07/10/2026,2026,L,25,5,2,2,100.0,0,0,0.0,1,2,50.0,0,2,2,4,1,0,4,4,-5
Kierstan Bell,LV,LV @ POR,07/10/2026,2026,W,12,5,1,3,33.3,1,3,33.3,2,2,100.0,1,3,4,1,0,0,1,2,-10
Luisa Geiselsoder,POR,POR vs. LV,07/10/2026,2026,L,6,3,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,1,+1
Frieda Buhner,POR,POR vs. LV,07/10/2026,2026,L,16,6,2,5,40.0,0,2,0.0,2,2,100.0,0,1,1,0,2,0,3,1,-11
Azzi Fudd,DAL,DAL @ TOR,07/10/2026,2026,W,36,13,5,13,38.5,3,7,42.9,0,0,0.0,1,1,2,2,1,0,0,3,+16
Nyadiew Puoch,POR,POR vs. LV,07/10/2026,2026,L,13,4,2,3,66.7,0,1,0.0,0,1,0.0,1,1,2,1,0,0,1,1,-1
Tima Pouye,TOR,TOR vs. DAL,07/10/2026,2026,L,9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,4,+3
Kia Nurse,TOR,TOR vs. DAL,07/10/2026,2026,L,15,0,0,6,0.0,0,5,0.0,0,0,0.0,0,1,1,1,0,0,0,0,-5
Kayla Alexander,TOR,TOR vs. DAL,07/10/2026,2026,L,10,1,0,1,0.0,0,0,0.0,1,2,50.0,1,1,2,0,0,0,1,2,-9
Teonni Key,TOR,TOR vs. DAL,07/10/2026,2026,L,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,+5
Marina Mabrey,TOR,TOR vs. DAL,07/10/2026,2026,L,27,34,10,18,55.6,6,9,66.7,8,8,100.0,0,1,1,1,0,0,3,4,-6
Alysha Clark,DAL,DAL @ TOR,07/10/2026,2026,W,17,10,4,4,100.0,2,2,100.0,0,0,0.0,0,0,0,2,0,0,0,4,+16
